SYMBOL,basal.pregnant,basal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LC,MCL1.LD,MCL1.DG,MCL1.DH,MCL1.LE,MCL1.LF,MCL1.LA CPM,MCL1.LB CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.LE CPM,MCL1.LF CPM
Th,0,-1.28881202226633,0.00109163870916573,-0.912454217348464,0.0000910134042815979,0,0,42,36,15,12,0,0,5,14,0,0,0.000,0.000,1.743,1.588,0.697,0.600,0.000,0.000,0.215,0.643,0.000,0.000
Zfp354a,0,1.16684035893167,0.00109300729160875,1.03593414928638,0.0000912481527892948,57,68,34,19,44,57,66,63,49,43,18,24,2.795,3.132,1.411,0.838,2.044,2.848,2.967,2.865,2.110,1.974,0.728,0.973
Nup210l,0,-1.20416973285037,0.00110887105584467,1.93378468350942,0.0000926133153084148,52,64,243,247,121,61,29,39,99,97,10,7,2.550,2.948,10.083,10.898,5.620,3.048,1.304,1.774,4.262,4.454,0.404,0.284
Tmem139,0,1.61791972568569,0.00111272870820658,1.64031973972025,0.0000930583300987367,107,117,15,29,39,77,71,92,18,19,90,115,5.247,5.390,0.622,1.279,1.811,3.847,3.192,4.184,0.775,0.872,3.640,4.664
4930520O04Rik,0,-1.55719657905543,0.00111504086935493,-0.11497188789285,0.0000932927236805298,44,35,29,20,9,5,28,19,15,17,5,8,2.158,1.612,1.203,0.882,0.418,0.250,1.259,0.864,0.646,0.781,0.202,0.324
Lilr4b,0,-3.37239050440331,0.00112244063053215,-1.65788045978129,0.0000940357377284558,2,1,19,20,2,1,2,3,1,11,2,0,0.098,0.046,0.788,0.882,0.093,0.050,0.090,0.136,0.043,0.505,0.081,0.000
Kcnj4,0,-1.557283122047,0.00114843927247549,-0.864052189296108,0.0000964251230651995,6,5,26,23,10,4,3,1,35,16,0,1,0.294,0.230,1.079,1.015,0.464,0.200,0.135,0.045,1.507,0.735,0.000,0.041
Slc9a7,0,-1.85328284090051,0.0011551753433386,0.158317647547675,0.00009703319875058,44,51,25,14,5,4,17,12,32,37,26,19,2.158,2.349,1.037,0.618,0.232,0.200,0.764,0.546,1.378,1.699,1.052,0.771
Ccdc112,0,1.00563171569826,0.00118466130034921,2.30088401992084,0.0000996407422126753,160,163,99,82,165,144,51,78,228,174,20,24,7.846,7.509,4.108,3.618,7.664,7.194,2.293,3.547,9.816,7.990,0.809,0.973
NA,0,-1.08550775022731,0.00118741772347016,1.06781881029921,0.0000999162711496472,68,66,68,62,30,22,48,36,57,63,23,20,3.335,3.040,2.821,2.735,1.393,1.099,2.158,1.637,2.454,2.893,0.930,0.811
Csmd1,0,1.08723309257909,0.00119126093908591,4.01839979464989,0.000100371152378923,213,104,525,710,1168,1087,13,7,444,315,1,3,10.445,4.791,21.784,31.325,54.252,54.308,0.584,0.318,19.115,14.464,0.040,0.122
Ushbp1,0,1.19323526003012,0.00119126093908591,2.18505767512919,0.000100349296884333,55,68,96,95,144,227,17,12,214,290,20,29,2.697,3.132,3.983,4.191,6.689,11.341,0.764,0.546,9.213,13.316,0.809,1.176
NA,0,1.87739515707309,0.00119787942442818,-1.03312991949462,0.000101022130385121,4,6,7,4,22,13,2,6,16,32,0,0,0.196,0.276,0.290,0.176,1.022,0.650,0.090,0.273,0.689,1.469,0.000,0.000
Penk,0,-1.97002823910068,0.00120324401733497,1.45805695705049,0.000101646427896578,9,9,225,142,48,31,8,23,76,179,9,4,0.441,0.415,9.336,6.265,2.230,1.549,0.360,1.046,3.272,8.219,0.364,0.162
Snora52,0,-1.14496839566121,0.00121619589672626,0.0432327022896122,0.000102964301790615,27,19,48,33,16,15,14,14,38,24,4,12,1.324,0.875,1.992,1.456,0.743,0.749,0.629,0.637,1.636,1.102,0.162,0.487
Pdlim2,0,1.52560376846805,0.00123209885975758,2.12363717013696,0.000104509415558272,393,436,16,32,52,67,23,43,91,54,24,30,19.272,20.085,0.664,1.412,2.415,3.347,1.034,1.956,3.918,2.480,0.971,1.217
Zfp780b,0,1.10824592483313,0.00127605348011713,1.6546860209867,0.000109017851312851,129,141,46,37,68,84,47,37,114,78,35,43,6.326,6.495,1.909,1.632,3.158,4.197,2.113,1.683,4.908,3.582,1.416,1.744
Zfp677,0,1.73873837712505,0.00128612878316162,1.10688234906338,0.000109925941472624,83,64,27,29,49,110,18,39,75,51,16,16,4.070,2.948,1.120,1.279,2.276,5.496,0.809,1.774,3.229,2.342,0.647,0.649
Nrgn,0,1.27923894808392,0.00129053206651763,-0.656269634099298,0.000110492222627268,2,2,12,14,34,20,0,0,42,25,2,0,0.098,0.092,0.498,0.618,1.579,0.999,0.000,0.000,1.808,1.148,0.081,0.000
Tbc1d10c,0,-2.73185954485163,0.00129803327092848,-1.5028185023523,0.000111182216222874,5,7,12,13,1,2,6,9,10,6,2,1,0.245,0.322,0.498,0.574,0.046,0.100,0.270,0.409,0.431,0.276,0.081,0.041
Fbxo32,0,1.17845985303856,0.0013041125392897,7.50437897368108,0.000111750914456224,802,873,5944,7763,11816,14761,620,777,4837,2980,108,158,39.329,40.215,246.631,342.505,548.833,737.483,27.876,35.337,208.243,136.836,4.368,6.408
Rprml,0,-1.03693504804315,0.00131193813058916,1.73317165459541,0.000112566309302547,96,112,115,121,52,46,38,21,147,156,15,16,4.708,5.159,4.772,5.339,2.415,2.298,1.709,0.955,6.329,7.163,0.607,0.649
Trpv3,0,-1.49508624719711,0.00135249165134777,0.186252214231323,0.000116487976828371,10,15,24,36,8,10,30,26,52,76,3,5,0.490,0.691,0.996,1.588,0.372,0.500,1.349,1.182,2.239,3.490,0.121,0.203
Mir24-2,0,1.4978008242948,0.00135544626739437,0.355062912683011,0.000116798085221591,61,61,7,14,28,23,9,18,66,39,3,9,2.991,2.810,0.290,0.618,1.301,1.149,0.405,0.819,2.841,1.791,0.121,0.365
Chaf1a,0,-1.1476601458226,0.00135662791111292,4.18783898952748,0.000116949821396577,663,614,307,190,98,91,685,273,492,410,536,411,32.513,28.284,12.738,8.383,4.552,4.547,30.798,12.416,21.182,18.826,21.679,16.668
Rarres2,0,1.02617940089821,0.00136161229981021,1.04451546362202,0.000117529800778349,9,18,46,55,99,77,7,4,123,113,2,6,0.441,0.829,1.909,2.427,4.598,3.847,0.315,0.182,5.295,5.189,0.081,0.243
A830082N09Rik,0,1.2021789291014,0.00138578698971664,-0.615287972243317,0.000119820428486482,7,15,16,14,31,28,3,2,28,13,0,1,0.343,0.691,0.664,0.618,1.440,1.399,0.135,0.091,1.205,0.597,0.000,0.041
Tmem81,0,1.11296176220519,0.00140522407304459,0.753404711004258,0.000122173166216725,46,42,27,31,45,62,26,28,59,41,15,21,2.256,1.935,1.120,1.368,2.090,3.098,1.169,1.273,2.540,1.883,0.607,0.852
2700099C18Rik,0,-1.65780298925493,0.0014186425019225,1.01414509104548,0.000123391989202869,73,81,48,31,9,12,66,29,50,29,48,52,3.580,3.731,1.992,1.368,0.418,0.600,2.967,1.319,2.153,1.332,1.941,2.109
NA,0,-3.56921770378484,0.00142312868870733,-0.6115806722951,0.000123886915540731,27,34,8,9,1,0,17,27,8,16,9,2,1.324,1.566,0.332,0.397,0.046,0.000,0.764,1.228,0.344,0.735,0.364,0.081
P2ry1,0,-1.29097067398614,0.00142433806670702,2.05536059175529,0.000124059552766967,6,9,168,94,47,43,24,8,392,395,6,11,0.294,0.415,6.971,4.147,2.183,2.148,1.079,0.364,16.876,18.138,0.243,0.446
Fam111a,0,-1.27364560211279,0.00143046322104384,2.76668043240862,0.000124735929720516,159,164,94,69,31,26,235,112,96,106,306,263,7.797,7.555,3.900,3.044,1.440,1.299,10.566,5.094,4.133,4.867,12.377,10.666
Tm4sf1,0,1.03467750920343,0.00143400183343355,8.90750886634858,0.000125150018356245,16074,15972,10934,14841,27424,18111,3184,3818,14922,16963,483,397,788.246,735.760,453.679,654.787,1273.797,904.854,143.155,173.638,642.424,778.909,19.536,16.101
Snord38a,0,-2.50182075767208,0.001451028889222,-1.55085255421387,0.000126956352278227,8,6,17,11,2,2,4,6,8,6,0,1,0.392,0.276,0.705,0.485,0.093,0.100,0.180,0.273,0.344,0.276,0.000,0.041
Mfap5,0,-1.29662433503131,0.001451028889222,0.291632633452786,0.000126872406163239,12,14,33,48,12,16,7,13,90,61,5,10,0.588,0.645,1.369,2.118,0.557,0.799,0.315,0.591,3.875,2.801,0.202,0.406
1110046J04Rik,0,1.17947288846498,0.00145233506775425,-0.726401571509045,0.0001271240710176,6,4,17,14,24,36,1,2,19,21,0,0,0.294,0.184,0.705,0.618,1.115,1.799,0.045,0.091,0.818,0.964,0.000,0.000
Myom3,0,1.04587283269196,0.00146115879209865,-0.486333479502428,0.000128057700532727,1,7,14,28,39,35,2,3,20,23,2,0,0.049,0.322,0.581,1.235,1.811,1.749,0.090,0.136,0.861,1.056,0.081,0.000
Pdgfra,0,-1.32965718897161,0.00147270164400065,1.33633366689989,0.000129123515127619,94,125,74,71,27,22,23,14,89,134,12,18,4.610,5.758,3.070,3.133,1.254,1.099,1.034,0.637,3.832,6.153,0.485,0.730
Camk2a,0,-2.72692232177925,0.00148604565775029,1.23456177322751,0.000130481041762471,179,91,30,11,4,1,164,85,27,19,15,10,8.778,4.192,1.245,0.485,0.186,0.050,7.374,3.866,1.162,0.872,0.607,0.406
Ncf2,0,-2.24847647735322,0.00149337329204516,0.302133653058524,0.000131210692865956,20,27,16,13,1,4,99,97,8,11,10,6,0.981,1.244,0.664,0.574,0.046,0.200,4.451,4.411,0.344,0.505,0.404,0.243
Fmo5,0,1.27131156643777,0.00153316634017726,1.66384969039993,0.000135431890815127,48,42,45,75,112,137,25,38,144,160,21,17,2.354,1.935,1.867,3.309,5.202,6.845,1.124,1.728,6.200,7.347,0.849,0.689
Loxl2,0,1.17607351820653,0.00154898291128318,3.90904224136772,0.00013689497384593,31,18,712,611,1610,940,16,10,51,114,14,9,1.520,0.829,29.543,26.957,74.782,46.964,0.719,0.455,2.196,5.235,0.566,0.365
Gm13032,0,1.7636973838651,0.00155825610172279,-1.28292003206258,0.000138058085026987,5,8,11,2,21,17,0,0,11,11,2,2,0.245,0.369,0.456,0.088,0.975,0.849,0.000,0.000,0.474,0.505,0.081,0.081
Dnm1,0,-1.0503684544253,0.00156097117469268,2.83801537475686,0.000138356067546071,351,398,127,112,52,46,445,257,89,92,28,22,17.213,18.334,5.270,4.941,2.415,2.298,20.008,11.688,3.832,4.224,1.133,0.892
Slc7a8,0,-1.35398480457816,0.00156593497600074,3.20290811883452,0.000138853647748695,82,79,67,48,22,16,173,243,208,302,477,420,4.021,3.639,2.780,2.118,1.022,0.799,7.778,11.051,8.955,13.867,19.293,17.033
Exd1,0,1.29755584400425,0.00157194160913344,1.85033036854763,0.000139444100946346,175,208,43,44,72,110,65,79,38,52,58,34,8.582,9.582,1.784,1.941,3.344,5.496,2.922,3.593,1.636,2.388,2.346,1.379
Nup210,0,-1.73562476305757,0.001631265457138,4.26340159245242,0.000145786960351308,2017,2087,39,9,10,2,492,337,77,66,262,233,98.911,96.139,1.618,0.397,0.464,0.100,22.121,15.326,3.315,3.031,10.597,9.450
1700036A12Rik,0,2.14617704993008,0.00163732245579537,-1.45469355050006,0.000146509003734293,0,0,7,5,28,18,0,0,12,7,0,0,0.000,0.000,0.290,0.221,1.301,0.899,0.000,0.000,0.517,0.321,0.000,0.000
NA,0,-1.00867855300849,0.00164445195230298,2.07127637753565,0.000147267966146858,125,119,164,117,56,62,116,101,102,132,33,33,6.130,5.482,6.805,5.162,2.601,3.098,5.215,4.593,4.391,6.061,1.335,1.338
Tceanc,0,1.13920282447462,0.00165042446159901,0.586815118923489,0.000147924279350057,73,61,24,17,39,38,26,23,30,35,16,13,3.580,2.810,0.996,0.750,1.811,1.899,1.169,1.046,1.292,1.607,0.647,0.527
Phlda1,0,-1.05151369321516,0.00168791831112908,7.36309321327677,0.000151657401515038,4446,7478,3856,2773,1305,1396,9097,7798,3743,4823,488,482,218.025,344.479,159.995,122.345,60.615,69.746,409.008,354.644,161.144,221.463,19.738,19.548
Sftpc,0,1.15971458369905,0.00169177866382837,-0.460593908799377,0.000152128741101458,3,2,13,20,28,35,0,0,45,33,0,0,0.147,0.092,0.539,0.882,1.301,1.749,0.000,0.000,1.937,1.515,0.000,0.000
Anxa2,0,1.11120227493816,0.00169869030970891,8.47197366240291,0.000152812752759053,19599,20575,6348,9044,16617,12068,2624,3485,9091,7654,351,249,961.107,947.801,263.394,399.023,771.831,602.936,117.977,158.494,391.387,351.457,14.197,10.098
2010300C02Rik,0,-1.23507569173905,0.00169955369864686,4.31591026592021,0.000153014880557513,856,1015,46,32,16,12,948,819,22,14,582,599,41.977,46.757,1.909,1.412,0.743,0.600,42.623,37.247,0.947,0.643,23.540,24.293
Enkur,0,1.68083468587709,0.00169955369864686,1.98771655398344,0.000153203081853078,89,115,71,85,261,169,12,18,177,79,21,3,4.364,5.298,2.946,3.750,12.123,8.444,0.540,0.819,7.620,3.628,0.849,0.122
Plk4,0,-1.05882309582484,0.00169955369864686,3.24192061411664,0.000153154704393429,280,387,267,156,92,79,232,133,232,233,250,190,13.731,17.827,11.078,6.883,4.273,3.947,10.431,6.049,9.988,10.699,10.112,7.706
9130023H24Rik,0,1.18608484799034,0.0017037057704736,0.811100106675131,0.000153640047221413,68,66,30,14,37,48,23,20,45,45,27,37,3.335,3.040,1.245,0.618,1.719,2.398,1.034,0.910,1.937,2.066,1.092,1.501
2810402E24Rik,0,1.04351562259111,0.00175361307181536,0.624091110911923,0.000158689363539236,31,32,31,35,50,66,25,28,25,34,26,15,1.520,1.474,1.286,1.544,2.322,3.297,1.124,1.273,1.076,1.561,1.052,0.608
Slc5a9,0,-2.84290848795543,0.00180669840702098,2.0431383128293,0.000164057973749136,139,305,14,13,3,0,200,226,4,5,86,87,6.816,14.050,0.581,0.574,0.139,0.000,8.992,10.278,0.172,0.230,3.478,3.528
Gdf5,0,-2.1735310174389,0.00182096429936464,0.316726202986011,0.000165537068181407,17,15,25,8,3,3,49,70,2,7,53,51,0.834,0.691,1.037,0.353,0.139,0.150,2.203,3.184,0.086,0.321,2.144,2.068
H2bc14,0,1.50509048217812,0.00187200982012338,1.0954039053142,0.000170332988158693,76,101,13,17,33,40,51,39,13,8,97,54,3.727,4.653,0.539,0.750,1.533,1.998,2.293,1.774,0.560,0.367,3.923,2.190
D730003I15Rik,0,1.09749489644538,0.00187969348620212,0.617340313777302,0.000171308759164158,54,70,27,18,37,45,39,38,25,22,11,16,2.648,3.225,1.120,0.794,1.719,2.248,1.753,1.728,1.076,1.010,0.445,0.649
Unc79,0,1.17111597348263,0.00191694072880427,2.54379149087298,0.000175267585675654,0,1,168,239,401,387,1,4,167,247,0,0,0.000,0.046,6.971,10.545,18.626,19.335,0.045,0.182,7.190,11.342,0.000,0.000
Ctla2a,0,-1.19180861706428,0.00195362900332676,2.80710406535942,0.000178981427509608,65,98,335,396,146,128,58,50,233,461,21,20,3.188,4.514,13.900,17.472,6.781,6.395,2.608,2.274,10.031,21.168,0.849,0.811
Alpl,0,1.00402239393933,0.00196078202496388,7.23424948314175,0.000179853180331688,1751,1230,5228,6273,9869,9886,164,119,4980,4145,32,37,85.867,56.661,216.923,276.766,458.398,493.920,7.374,5.412,214.400,190.331,1.294,1.501
Snord4a,0,-1.23387006895486,0.00196289694994896,-0.257270547686816,0.000180119393398312,15,23,38,26,9,14,17,9,25,17,5,11,0.736,1.060,1.577,1.147,0.418,0.699,0.764,0.409,1.076,0.781,0.202,0.446
Nrp,0,-2.13768015576679,0.00198070071944501,-1.46897567133057,0.000182061519644427,4,5,17,15,4,2,6,9,4,4,2,4,0.196,0.230,0.705,0.662,0.186,0.100,0.270,0.409,0.172,0.184,0.081,0.162
Ifit1,0,1.50415809110123,0.00198370960165089,1.47803978827162,0.000182540112356189,56,56,51,37,147,66,38,23,111,136,25,12,2.746,2.580,2.116,1.632,6.828,3.297,1.709,1.046,4.779,6.245,1.011,0.487
Gm8550,0,-1.70585798347862,0.00203336756733951,-0.296341121036976,0.000187932570335805,27,19,21,18,5,5,15,19,21,31,13,8,1.324,0.875,0.871,0.794,0.232,0.250,0.674,0.864,0.904,1.423,0.526,0.324
Ankle1,0,-1.55840829087453,0.002033904241479,1.4067906130902,0.000188057005733719,65,103,43,34,8,14,87,49,40,35,101,95,3.188,4.745,1.784,1.500,0.372,0.699,3.912,2.228,1.722,1.607,4.085,3.853
Foxq1,0,-1.67513994392922,0.00203519967678483,2.50934213846006,0.000188326545756424,257,321,42,23,5,12,423,291,82,46,38,29,12.603,14.787,1.743,1.015,0.232,0.600,19.018,13.234,3.530,2.112,1.537,1.176
Ccnd1,0,-1.11785876200091,0.00204194985773983,7.57825430240224,0.000189163347937151,9000,7451,6479,5076,2569,1951,5028,2431,3801,3367,3105,2949,441.347,343.235,268.830,223.954,119.326,97.475,226.063,110.559,163.641,154.606,125.587,119.600
Foxj1,0,-1.13789869379972,0.00204452940825374,4.92876415964954,0.000189716441650389,686,499,728,415,205,231,72,115,4498,2210,32,20,33.640,22.987,30.207,18.310,9.522,11.541,3.237,5.230,193.649,101.479,1.294,0.811
Sgca,0,1.06810730894794,0.00206305997504187,-0.625560229515196,0.000191739559842369,1,2,21,17,32,36,1,1,15,30,0,0,0.049,0.092,0.871,0.750,1.486,1.799,0.045,0.045,0.646,1.378,0.000,0.000
Rad51b,0,-1.27871646818188,0.00207949000638164,0.82264527118287,0.000193572600763294,61,91,44,53,19,15,37,24,44,47,24,14,2.991,4.192,1.826,2.338,0.883,0.749,1.664,1.091,1.894,2.158,0.971,0.568
Ccl21a,0,-5.73559413374284,0.00208730038422827,0.132032016016972,0.000194557966045197,29,21,15,0,0,0,1,1,26,40,29,104,1.422,0.967,0.622,0.000,0.000,0.000,0.045,0.045,1.119,1.837,1.173,4.218
Lrr1,0,-1.77825602354821,0.00209267365063888,0.001977005966309,0.000195261796902763,38,28,25,12,4,5,17,12,31,24,30,25,1.863,1.290,1.037,0.529,0.186,0.250,0.764,0.546,1.335,1.102,1.213,1.014
Zfp438,0,1.15228422218568,0.00212982444146948,1.33432672293847,0.000199198415328578,52,74,48,39,65,99,28,28,97,84,38,24,2.550,3.409,1.992,1.721,3.019,4.946,1.259,1.273,4.176,3.857,1.537,0.973
Msln,0,-5.77101755352205,0.00214581268591594,0.189833355225451,0.000201167472081895,96,22,8,7,0,0,71,54,6,0,19,7,4.708,1.013,0.332,0.309,0.000,0.000,3.192,2.456,0.258,0.000,0.768,0.284
NA,0,-1.0761634232254,0.0021640355983574,3.41182403319439,0.000203512822009696,423,359,369,301,157,113,251,198,296,344,142,61,20.743,16.538,15.311,13.280,7.292,5.646,11.285,9.005,12.743,15.796,5.743,2.474
Zfp458,0,1.1599926465285,0.00219890272570098,0.949300793688206,0.000206953647019504,79,102,18,28,43,45,34,21,52,43,25,25,3.874,4.699,0.747,1.235,1.997,2.248,1.529,0.955,2.239,1.974,1.011,1.014
NA,0,-2.4514504365543,0.00221024414180853,-1.43434850155983,0.000208265029882323,8,10,15,12,2,2,2,2,7,14,1,4,0.392,0.461,0.622,0.529,0.093,0.100,0.090,0.091,0.301,0.643,0.040,0.162
Slc26a9,0,-1.12117358055552,0.00224843032377509,3.5654916727767,0.000212938653129146,419,422,68,53,16,31,645,666,261,177,207,173,20.547,19.440,2.821,2.338,0.743,1.549,29.000,30.289,11.237,8.128,8.372,7.016
Podxl2,0,-1.3127300913774,0.00224886114775721,1.62560148565117,0.000213062197118173,22,52,89,67,23,30,53,48,259,200,14,10,1.079,2.395,3.693,2.956,1.068,1.499,2.383,2.183,11.151,9.184,0.566,0.406
Lamc3,0,-1.50918623964873,0.00228152818108222,1.6771175838074,0.00021649292391225,4,4,216,175,47,69,6,7,115,247,5,3,0.196,0.184,8.962,7.721,2.183,3.447,0.270,0.318,4.951,11.342,0.202,0.122
Zfp488,0,3.23047500542473,0.00230476459608168,-2.20128518969125,0.000218982390827177,3,3,0,2,8,10,1,2,2,0,3,2,0.147,0.138,0.000,0.088,0.372,0.500,0.045,0.091,0.086,0.000,0.121,0.081
Tead4,0,-1.34732013325874,0.00231178851600994,2.98276910896288,0.000219789599520574,140,255,55,50,22,13,693,637,27,39,61,79,6.865,11.747,2.282,2.206,1.022,0.650,31.158,28.970,1.162,1.791,2.467,3.204
Card14,0,-1.36100948416598,0.00232863852885048,4.08543687957945,0.000221894514339805,150,216,38,29,10,12,743,723,4,11,780,919,7.356,9.950,1.577,1.279,0.464,0.600,33.406,32.881,0.172,0.505,31.549,37.271
Bex4,0,-3.48289676913744,0.00235819377541417,-0.0825516436641103,0.000224895627722636,73,105,15,1,0,1,15,6,8,11,3,7,3.580,4.837,0.622,0.044,0.000,0.050,0.674,0.273,0.344,0.505,0.121,0.284
Srcin1,0,-1.3560034011115,0.00236196901006824,4.04222562474101,0.000225342567537692,337,517,45,28,9,15,847,768,29,19,560,674,16.526,23.816,1.867,1.235,0.418,0.749,38.082,34.928,1.249,0.872,22.650,27.335
Sorbs2os,0,1.22547121990902,0.00239732003013564,-0.879954323002688,0.00022924444454625,13,13,11,16,18,36,0,1,7,12,0,0,0.638,0.599,0.456,0.706,0.836,1.799,0.000,0.045,0.301,0.551,0.000,0.000
Tox2,0,-1.18566670411988,0.0024417472860321,3.25950396090141,0.000234211530030012,395,965,397,324,146,123,72,43,217,221,6,5,19.370,44.453,16.473,14.295,6.781,6.145,3.237,1.956,9.342,10.148,0.243,0.203
Cdh17,0,1.5835967721211,0.00246330183687266,1.02445941702338,0.000236641565034568,61,144,37,25,57,100,3,3,68,57,2,2,2.991,6.633,1.535,1.103,2.648,4.996,0.135,0.136,2.928,2.617,0.081,0.081
Hmox1,0,-1.47036717121172,0.00248495639680902,8.40869959476344,0.000239087566785223,2500,4353,19258,20550,7410,4901,9261,8985,5052,10725,2561,1271,122.596,200.524,799.062,906.669,344.182,244.862,416.382,408.628,217.499,492.472,103.584,51.547
Zfp442,0,1.20362181280999,0.00248575593895498,0.36280378055146,0.000239347411319224,66,53,16,15,27,34,13,9,32,33,14,22,3.237,2.441,0.664,0.662,1.254,1.699,0.584,0.409,1.378,1.515,0.566,0.892
Kcns1,0,-2.94367128889198,0.00248642126279398,0.369309258126398,0.000239502956915068,48,41,13,7,1,1,92,56,25,15,13,19,2.354,1.889,0.539,0.309,0.046,0.050,4.136,2.547,1.076,0.689,0.526,0.771
Zfp169,0,1.12450583613266,0.00249982417106399,0.852240601366908,0.000240885959896118,71,92,22,21,39,41,45,33,35,26,23,28,3.482,4.238,0.913,0.927,1.811,2.048,2.023,1.501,1.507,1.194,0.930,1.136
Eid2,0,-1.71681872914023,0.00251340271457386,0.347915995259447,0.000242469898986035,44,73,22,25,2,10,35,52,22,24,11,11,2.158,3.363,0.913,1.103,0.093,0.500,1.574,2.365,0.947,1.102,0.445,0.446
Masp1,0,-1.18081581916546,0.00252667914660901,-0.0511250636223713,0.000243938558471689,18,18,31,36,12,13,3,0,47,68,3,0,0.883,0.829,1.286,1.588,0.557,0.650,0.135,0.000,2.023,3.122,0.121,0.000
Slc22a4,0,-1.06785788749559,0.0025293280311618,2.66186035048082,0.000244380419067327,233,295,118,179,76,46,347,318,43,43,24,26,11.426,13.589,4.896,7.898,3.530,2.298,15.601,14.462,1.851,1.974,0.971,1.054
2810459M11Rik,0,-1.70467158097401,0.0025375703217512,1.70624849103966,0.000245550239015624,15,20,32,30,6,10,215,118,99,71,92,112,0.736,0.921,1.328,1.324,0.279,0.500,9.667,5.367,4.262,3.260,3.721,4.542
Fam228b,0,-1.33949477431084,0.00254253420233227,-0.814962866997221,0.000246124121061709,11,12,25,29,8,10,9,6,5,13,5,1,0.539,0.553,1.037,1.279,0.372,0.500,0.405,0.273,0.215,0.597,0.202,0.041
Gpat2,0,1.28511775276034,0.00256038415264013,-0.42447315076167,0.000248417271073698,11,14,12,11,23,25,10,9,38,19,6,5,0.539,0.645,0.498,0.485,1.068,1.249,0.450,0.409,1.636,0.872,0.243,0.203
Srxn1,0,-1.62864858802271,0.00256675554529966,7.91239932361874,0.000249226375786807,11018,16821,6284,5933,2160,1219,6302,6747,3497,10401,1328,780,540.307,774.870,260.739,261.765,100.328,60.903,283.343,306.846,150.553,477.594,53.713,31.634
S100a8,0,-2.29790172465254,0.00257265214981489,3.28911209600544,0.000249986177845437,181,329,16,14,4,1,528,523,6,2,364,353,8.876,15.156,0.664,0.618,0.186,0.050,23.739,23.785,0.258,0.092,14.723,14.316
Ddah1,0,1.18250345643798,0.00260885257742803,4.20566699234346,0.000253791758884422,27,30,13,23,38,32,27,37,21,16,1624,1408,1.324,1.382,0.539,1.015,1.765,1.599,1.214,1.683,0.904,0.735,65.686,57.103
Tedc1,0,-1.02999108828064,0.00261534458360049,3.2138540965962,0.000254523916905366,336,341,100,74,30,42,336,213,230,193,282,233,16.477,15.708,4.149,3.265,1.393,2.098,15.107,9.687,9.902,8.862,11.406,9.450
Egfl8,0,1.03431262112336,0.00266145379041773,0.842191170877687,0.000259888088589302,39,49,28,23,43,46,12,12,108,103,10,11,1.913,2.257,1.162,1.015,1.997,2.298,0.540,0.546,4.650,4.730,0.404,0.446
Lims2,0,1.26181745982846,0.00266551580641653,3.07745336577839,0.000260409513909398,17,20,178,438,649,637,4,5,196,170,5,5,0.834,0.921,7.386,19.325,30.145,31.826,0.180,0.227,8.438,7.806,0.202,0.203
Il1rn,0,-2.00884766833455,0.00266561352654895,1.61695586693546,0.000260638910744515,285,357,27,12,2,6,70,51,23,24,10,12,13.976,16.445,1.120,0.529,0.093,0.300,3.147,2.319,0.990,1.102,0.404,0.487
Mmp9,0,-3.64036369314942,0.00268668312045193,-1.61500829720798,0.000263241368327146,10,18,13,5,0,1,4,4,6,3,2,1,0.490,0.829,0.539,0.221,0.000,0.050,0.180,0.182,0.258,0.138,0.081,0.041
Galnt6,0,-3.91257039709048,0.00269499812979938,-1.74776429447983,0.000264155230795303,3,0,17,5,0,1,1,0,16,14,0,2,0.147,0.000,0.705,0.221,0.000,0.050,0.045,0.000,0.689,0.643,0.000,0.081
Eif4a3l1,0,-1.19437445420596,0.00270342357151008,0.809588547627373,0.000265180000796419,66,65,57,38,12,23,50,31,47,43,17,18,3.237,2.994,2.365,1.677,0.557,1.149,2.248,1.410,2.023,1.974,0.688,0.730
Fmod,0,-1.03767344891783,0.00270508847066882,8.05195658781199,0.000265442840107206,5,10,27529,24157,11835,9591,60,39,2306,3097,8,17,0.245,0.461,1142.246,1065.811,549.715,479.181,2.698,1.774,99.278,142.208,0.324,0.689
Arhgap45,0,-1.03819873758312,0.00274810113512589,-0.264700231196909,0.000269865776137863,4,4,37,43,12,21,2,2,42,35,5,2,0.196,0.184,1.535,1.897,0.557,1.049,0.090,0.091,1.808,1.607,0.202,0.081
Thap6,0,1.03114730332045,0.00282366214130235,1.7144241864201,0.00027832484184661,146,130,49,34,72,72,75,54,58,61,55,68,7.160,5.989,2.033,1.500,3.344,3.597,3.372,2.456,2.497,2.801,2.225,2.758
Grb7,0,-1.23394184835854,0.00284126187148664,3.59395429050004,0.000280575935909925,849,957,54,27,16,13,562,527,103,78,120,109,41.634,44.085,2.241,1.191,0.743,0.650,25.268,23.967,4.434,3.582,4.854,4.421
4930549G23Rik,0,-1.39634568217827,0.00284126187148664,-0.514854167946198,0.000280489800148451,12,14,32,18,5,11,17,10,17,17,8,9,0.588,0.645,1.328,0.794,0.232,0.550,0.764,0.455,0.732,0.781,0.324,0.365
