SYMBOL,basal.pregnant,basal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LC,MCL1.LD,MCL1.DG,MCL1.DH,MCL1.LE,MCL1.LF,MCL1.LA CPM,MCL1.LB CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.LE CPM,MCL1.LF CPM
Nhp2,0,-1.55679786515097,4.61435504540717e-20,5.54811357736358,1.5110107032681e-22,1771,1524,918,677,246,213,2008,1630,905,838,858,870,86.847,70.204,38.090,29.869,11.426,10.642,90.281,74.131,38.962,38.479,34.703,35.284
Scn5a,0,-2.06237336914152,4.9707959111569e-20,4.59589985981636,1.64601947093021e-22,26,57,627,454,122,97,14,14,2828,3408,2,0,1.275,2.626,26.016,20.031,5.667,4.846,0.629,0.637,121.751,156.489,0.081,0.000
Zim1,0,2.19584366915002,8.10134387009325e-20,0.805243470343921,2.74227762628713e-22,2,3,40,35,151,142,13,18,21,22,5,1,0.098,0.138,1.660,1.544,7.014,7.095,0.584,0.819,0.904,1.010,0.202,0.041
Cd109,0,2.0027878683472,8.10134387009325e-20,4.58341229634067,2.73709627539674e-22,4,11,566,772,2566,2048,6,1,344,243,7,4,0.196,0.507,23.485,34.061,119.186,102.321,0.270,0.045,14.810,11.158,0.283,0.162
Adamtsl4,0,1.96833239448519,8.65296163047391e-20,4.55689992941815,2.96083532004148e-22,505,527,385,460,1328,1499,168,239,666,445,141,163,24.764,24.277,15.975,20.295,61.683,74.892,7.553,10.869,28.673,20.434,5.703,6.611
Ccdc86,0,-1.39930068067434,1.54171195167255e-19,4.85681274169923,5.3320918156378e-22,835,809,990,780,303,266,806,737,1079,995,264,345,40.947,37.267,41.078,34.414,14.074,13.290,36.238,33.518,46.453,45.689,10.678,13.992
Lmnb1,0,-1.82217510773881,2.20533647588726e-19,5.52370444906,7.70841330473121e-22,1507,1583,1887,1245,377,370,1475,968,1459,1697,402,358,73.901,72.922,78.296,54.930,17.511,18.486,66.317,44.024,62.813,77.923,16.260,14.519
Gpr20,0,2.53201062861343,2.26816550031773e-19,-0.172693096235269,8.01147533134044e-22,9,6,9,17,58,71,3,7,18,16,4,2,0.441,0.276,0.373,0.750,2.694,3.547,0.135,0.318,0.775,0.735,0.162,0.081
Myo18b,0,2.44151714952545,2.35665872513855e-19,-0.337727189441793,8.41075449201368e-22,3,4,14,15,71,64,8,6,3,4,1,0,0.147,0.184,0.581,0.662,3.298,3.198,0.360,0.273,0.129,0.184,0.040,0.000
Atp2b2,0,3.83768700910162,2.39308644124763e-19,6.59124947686566,8.62881162817866e-22,9,13,5,5,77,48,63,87,10,13,6688,8723,0.441,0.599,0.207,0.221,3.577,2.398,2.833,3.957,0.431,0.597,270.508,353.770
Fdps,0,1.80842741073049,2.5806479605803e-19,4.90752850013029,9.40005695932336e-22,527,447,284,167,689,644,390,287,439,327,1355,1257,25.843,20.591,11.784,7.368,32.003,32.175,17.535,13.052,18.900,15.015,54.805,50.979
Mybph,0,-2.10236265205244,3.13934816506742e-19,4.00096874811038,1.15506389678333e-21,64,60,991,1092,233,182,8,3,933,1281,3,5,3.138,2.764,41.119,48.179,10.822,9.093,0.360,0.136,40.168,58.821,0.121,0.203
Col6a2,0,2.41713161204486,3.60528560439051e-19,6.20197167898335,1.33976175004026e-21,70,122,1171,1611,6760,6022,72,55,2812,1787,55,97,3.433,5.620,48.588,71.078,313.990,300.869,3.237,2.501,121.063,82.056,2.225,3.934
Nob1,0,-1.2425019710387,3.88449190832851e-19,5.03238680384491,1.45780998068181e-21,1062,1029,1274,975,408,397,852,762,1106,1081,255,243,52.079,47.402,52.861,43.017,18.951,19.835,38.307,34.655,47.616,49.637,10.314,9.855
Dmpk,0,1.81051897451283,4.03819830997941e-19,6.65861568251796,1.53035220548173e-21,635,1039,3057,3028,9595,8611,211,228,511,572,190,156,31.139,47.862,126.842,133.596,445.671,430.219,9.487,10.369,22.000,26.265,7.685,6.327
Plet1,0,-2.75039884080472,4.41643780544758e-19,10.2110838533822,1.68994271962378e-21,75082,91629,3965,3371,611,319,59277,63254,1995,3524,15590,11963,3681.914,4220.949,164.518,148.729,28.380,15.938,2665.140,2876.720,85.889,161.815,630.566,485.171
Adm,0,-1.36197748331667,8.23223333884522e-19,4.6319935367831,3.18033960255619e-21,457,462,1629,1547,540,512,180,231,933,755,55,62,22.411,21.282,67.591,68.254,25.082,25.580,8.093,10.506,40.168,34.668,2.225,2.514
Trpm3,0,-2.23629375388275,8.53250678477698e-19,4.1237280587774,3.32773729418433e-21,8,7,1662,1546,288,291,5,1,531,880,1,4,0.392,0.322,68.960,68.210,13.377,14.539,0.225,0.045,22.861,40.408,0.040,0.162
Pole,0,-2.06973262712486,1.01265526818099e-18,4.49479948044436,3.98668507654312e-21,894,821,440,331,61,94,616,375,502,468,585,672,43.840,37.820,18.257,14.604,2.833,4.696,27.696,17.055,21.612,21.490,23.661,27.254
Gm12680,0,2.09519378439582,1.09195994614376e-18,-0.253540254247332,4.33907333542538e-21,0,0,18,25,89,68,0,0,3,3,0,0,0.000,0.000,0.747,1.103,4.134,3.397,0.000,0.000,0.129,0.138,0.000,0.000
Trp53inp1,0,1.27078434223306,1.12938290545771e-18,6.55809829060985,4.52933281926819e-21,7841,8547,1009,977,2019,2061,1127,881,1151,1134,741,746,384.511,393.723,41.866,43.105,93.779,102.971,50.671,40.067,49.553,52.071,29.971,30.255
