SYMBOL,luminal.pregnant,luminal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LC,MCL1.LD,MCL1.DG,MCL1.DH,MCL1.LE,MCL1.LF,MCL1.LA CPM,MCL1.LB CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.LE CPM,MCL1.LF CPM
2010110K18Rik,0,2.71301310001087,0.0203556463211032,-2.24342607760439,0.00481228036947836,1,1,0,2,1,1,3,1,6,1,11,6,0.049,0.046,0.000,0.088,0.046,0.050,0.135,0.045,0.258,0.046,0.445,0.243
Folr2,0,1.42159594079189,0.0203895631250011,0.546914460676044,0.00482225658661125,91,213,2,0,4,5,16,8,8,6,24,16,4.463,9.812,0.083,0.000,0.186,0.250,0.719,0.364,0.344,0.276,0.971,0.649
Aipl1,0,-1.71965376718282,0.0203971788970379,-0.582508262591277,0.00482480823904695,11,22,15,18,26,23,11,16,10,4,0,5,0.539,1.013,0.622,0.794,1.208,1.149,0.495,0.728,0.431,0.184,0.000,0.203
Ghrl,0,-1.14368202719797,0.0204980230874439,-0.386702284842571,0.0048524331485564,17,29,13,12,9,8,20,30,20,16,4,10,0.834,1.336,0.539,0.529,0.418,0.400,0.899,1.364,0.861,0.735,0.162,0.406
Mpp4,0,-2.95406064383153,0.0205015443979306,-1.06157296497659,0.00485402105304402,2,2,10,19,11,14,5,9,14,22,0,1,0.098,0.092,0.415,0.838,0.511,0.699,0.225,0.409,0.603,1.010,0.000,0.041
Cd79a,0,-1.8631015225741,0.0207026590745372,-0.320931464849971,0.00490696971037083,21,18,12,20,5,11,8,16,53,33,3,1,1.030,0.829,0.498,0.882,0.232,0.550,0.360,0.728,2.282,1.515,0.121,0.041
Zmat4,0,-3.14731626066295,0.0208393455699204,0.132403310350086,0.00494703475540404,0,1,76,54,25,96,7,9,5,5,0,1,0.000,0.046,3.153,2.382,1.161,4.796,0.315,0.409,0.215,0.230,0.000,0.041
Dusp15,0,-5.70239270617058,0.0209804756456107,-2.23374659932815,0.00498594106460868,3,3,0,1,0,1,10,2,6,9,0,0,0.147,0.138,0.000,0.044,0.000,0.050,0.450,0.091,0.258,0.413,0.000,0.000
Lca5,0,1.73786142545471,0.0210236469015613,2.04191521745265,0.00499929467326946,52,27,214,140,153,172,5,4,217,154,9,10,2.550,1.244,8.879,6.177,7.107,8.593,0.225,0.182,9.342,7.071,0.364,0.406
Zdbf2,0,-2.08277892688337,0.0210678243596414,1.92731823292189,0.00501135010431148,153,75,127,69,28,32,15,13,280,311,2,2,7.503,3.455,5.270,3.044,1.301,1.599,0.674,0.591,12.055,14.281,0.081,0.081
Lrp8os2,0,2.38455599580819,0.0212124272726544,-2.23980490878391,0.00504808784721765,1,0,1,1,1,0,4,2,4,0,12,8,0.049,0.000,0.041,0.044,0.046,0.000,0.180,0.091,0.172,0.000,0.485,0.324
Bpifc,0,-1.65616294777975,0.021226899687321,-1.09128187925506,0.00505231296505682,2,19,8,9,2,2,20,16,7,14,2,5,0.098,0.875,0.332,0.397,0.093,0.100,0.899,0.728,0.301,0.643,0.081,0.203
Nim1k,0,-1.24884552873085,0.0212281714224637,0.363595280339781,0.00505339670713935,44,32,29,35,37,28,27,23,25,42,6,7,2.158,1.474,1.203,1.544,1.719,1.399,1.214,1.046,1.076,1.929,0.243,0.284
Dach1,0,-2.02627642470461,0.0216129674058067,3.03015673381303,0.0051505644022006,175,186,410,454,235,350,9,24,137,375,2,3,8.582,8.568,17.012,20.031,10.915,17.487,0.405,1.091,5.898,17.219,0.081,0.122
Nsg1,0,1.00299772940481,0.0217007005857577,3.12188959850039,0.00517386731652048,21,25,535,545,349,337,20,16,318,267,22,23,1.030,1.152,22.198,24.045,16.210,16.837,0.899,0.728,13.691,12.260,0.890,0.933
Zfp109,0,1.15523295955236,0.0218514683767773,0.551197513450355,0.00521142124501528,54,40,29,24,46,45,15,8,41,50,18,14,2.648,1.843,1.203,1.059,2.137,2.248,0.674,0.364,1.765,2.296,0.728,0.568
Fxyd5,0,-1.22115447040392,0.0221058036833496,1.58900949747903,0.00528427854338726,91,134,52,63,42,40,47,25,157,178,11,8,4.463,6.173,2.158,2.780,1.951,1.998,2.113,1.137,6.759,8.173,0.445,0.324
Aqp9,0,1.06302755053285,0.0221771592388344,1.24401464785609,0.0053029676549242,7,11,35,25,9,20,39,34,147,208,35,60,0.343,0.507,1.452,1.103,0.418,0.999,1.753,1.546,6.329,9.551,1.416,2.433
Fam161b,0,1.14538750926606,0.0222080522079624,1.23867388941091,0.00531280604349577,73,59,61,67,70,72,17,17,102,52,21,26,3.580,2.718,2.531,2.956,3.251,3.597,0.764,0.773,4.391,2.388,0.849,1.054
Foxo6,0,-1.61992224600687,0.0223208095465311,1.12309325819571,0.00534224460429688,37,38,94,55,33,48,28,22,166,69,7,3,1.814,1.750,3.900,2.427,1.533,2.398,1.259,1.001,7.147,3.168,0.283,0.122
Igsf21,0,3.41567442175139,0.0223850399386845,-2.49593697432256,0.00536173553113935,3,8,1,1,1,1,1,0,1,0,4,4,0.147,0.369,0.041,0.044,0.046,0.050,0.045,0.000,0.043,0.000,0.162,0.162
Pilra,0,2.11465948080387,0.0225440071969359,-2.01576713015406,0.00540395919231896,3,4,3,6,4,3,1,4,1,1,8,6,0.147,0.184,0.124,0.265,0.186,0.150,0.045,0.182,0.043,0.046,0.324,0.243
Itgb1bp2,0,-5.15833884558733,0.0225475342196357,-0.787600268420914,0.00540563423875589,4,5,22,21,38,35,4,4,1,2,0,0,0.196,0.230,0.913,0.927,1.765,1.749,0.180,0.182,0.043,0.092,0.000,0.000
Cpt1b,0,-5.3271641047156,0.0226260838693089,-2.02677691771735,0.00542779597585981,1,6,4,4,4,9,4,5,4,3,0,0,0.049,0.276,0.166,0.176,0.186,0.450,0.180,0.227,0.172,0.138,0.000,0.000
Fmo9,0,2.21602174378511,0.0227150674758821,-1.42355667782676,0.00545248538256208,24,25,0,0,0,0,1,6,2,0,15,6,1.177,1.152,0.000,0.000,0.000,0.000,0.045,0.273,0.086,0.000,0.607,0.243
Gp1ba,0,-2.40732933178401,0.0227813881867721,1.20492465764747,0.00547008128727601,9,15,132,128,96,83,6,12,66,78,1,1,0.441,0.691,5.477,5.647,4.459,4.147,0.270,0.546,2.841,3.582,0.040,0.041
AW124847,0,-1.71959803688235,0.0228050960897135,0.278214280603931,0.00547745197666029,12,13,40,40,29,20,14,13,78,54,3,2,0.588,0.599,1.660,1.765,1.347,0.999,0.629,0.591,3.358,2.480,0.121,0.081
P2ry6,0,-1.45255272643605,0.0228323968945219,0.806658478302369,0.00548568938228883,133,164,19,25,38,24,21,19,8,18,5,4,6.522,7.555,0.788,1.103,1.765,1.199,0.944,0.864,0.344,0.827,0.202,0.162
Plekhd1os,0,2.81931738596679,0.0228896871253041,-2.13048145990495,0.00550113824285244,13,7,1,0,0,0,2,1,1,0,5,9,0.638,0.322,0.041,0.000,0.000,0.000,0.090,0.045,0.043,0.000,0.202,0.365
Hipk4,0,-1.20484805666038,0.0229337783424562,0.728173536021603,0.00551511002046778,37,20,51,36,52,48,39,39,62,31,6,15,1.814,0.921,2.116,1.588,2.415,2.398,1.753,1.774,2.669,1.423,0.243,0.608
Mif-ps1,0,-1.01848096755041,0.0229441206236081,1.42384452843094,0.00551844131559388,88,86,97,66,46,62,65,40,73,79,13,19,4.315,3.962,4.025,2.912,2.137,3.098,2.922,1.819,3.143,3.628,0.526,0.771
Ppp1r16b,0,1.59926867631215,0.023120247555714,1.24341354322557,0.00557101075250638,20,36,64,54,58,96,4,8,127,157,8,15,0.981,1.658,2.656,2.382,2.694,4.796,0.180,0.364,5.468,7.209,0.324,0.608
Prdm14,0,-5.15799755046651,0.0231704764594888,-1.17567289622101,0.00558483547210224,5,9,13,12,18,15,5,3,8,11,0,0,0.245,0.415,0.539,0.529,0.836,0.749,0.225,0.136,0.344,0.505,0.000,0.000
A930004D18Rik,0,1.51145148370976,0.0231704764594888,-0.241958784580955,0.00558808690514452,18,19,32,22,21,23,4,6,24,24,13,5,0.883,0.875,1.328,0.971,0.975,1.149,0.180,0.273,1.033,1.102,0.526,0.203
Wdr31,0,-1.11958680573347,0.0231704764594888,0.200652260088841,0.00558665084823286,53,44,16,20,6,16,45,22,37,19,11,8,2.599,2.027,0.664,0.882,0.279,0.799,2.023,1.001,1.593,0.872,0.445,0.324
NA,0,-5.31758992027025,0.0232081207579438,-1.34250442295198,0.0056024312996383,15,9,8,16,5,5,6,3,16,3,0,0,0.736,0.415,0.332,0.706,0.232,0.250,0.270,0.136,0.689,0.138,0.000,0.000
Pdzd4,0,1.11220388065662,0.0233228239583582,2.5926150304633,0.00563612744245545,61,72,238,250,242,245,12,19,321,204,20,22,2.991,3.317,9.875,11.030,11.240,12.241,0.540,0.864,13.820,9.367,0.809,0.892
Jph4,0,4.85305607623374,0.023529823591384,-0.00422554296390223,0.00569394200524422,4,0,54,40,52,42,0,0,40,18,3,1,0.196,0.000,2.241,1.765,2.415,2.098,0.000,0.000,1.722,0.827,0.121,0.041
4930520O04Rik,0,-1.16043858235951,0.0235856137593701,-0.11497188789285,0.0057117815138222,44,35,29,20,9,5,28,19,15,17,5,8,2.158,1.612,1.203,0.882,0.418,0.250,1.259,0.864,0.646,0.781,0.202,0.324
Megf11,0,-1.48875904762859,0.023635033842804,-0.490241397273387,0.00572548890029147,21,23,19,15,16,16,20,12,13,12,5,2,1.030,1.060,0.788,0.662,0.743,0.799,0.899,0.546,0.560,0.551,0.202,0.081
Gm16059,0,-1.48878925572731,0.0236488244792567,-0.539867414611506,0.00572969973861826,54,42,10,6,1,2,19,13,10,5,4,3,2.648,1.935,0.415,0.265,0.046,0.100,0.854,0.591,0.431,0.230,0.162,0.122
Ramp2,0,1.50509835821212,0.0236522949317354,1.70064744294375,0.00573186581927789,36,59,94,84,72,88,7,7,183,257,8,17,1.765,2.718,3.900,3.706,3.344,4.397,0.315,0.318,7.879,11.801,0.324,0.689
NA,0,-5.16027180647032,0.0237379694772041,-1.03312991949462,0.005760337622156,4,6,7,4,22,13,2,6,16,32,0,0,0.196,0.276,0.290,0.176,1.022,0.650,0.090,0.273,0.689,1.469,0.000,0.000
Hhatl,0,-1.54608250394543,0.0237379694772041,0.397870864577682,0.00575863108878264,2,10,72,44,43,41,17,30,24,49,7,3,0.098,0.461,2.987,1.941,1.997,2.048,0.764,1.364,1.033,2.250,0.283,0.122
Aldh1b1,0,-1.42833644656511,0.0238286256226366,0.318559398340608,0.00578623960874488,40,45,50,47,30,31,18,17,24,16,3,5,1.962,2.073,2.075,2.074,1.393,1.549,0.809,0.773,1.033,0.735,0.121,0.203
Cd300a,0,1.4543565175188,0.0238466533788491,-0.630191818116944,0.00579166852915056,5,14,21,13,20,6,8,3,22,24,7,12,0.245,0.645,0.871,0.574,0.929,0.300,0.360,0.136,0.947,1.102,0.283,0.487
Tmem139,0,1.00446996718376,0.0238848910202673,1.64031973972025,0.00580271295510596,107,117,15,29,39,77,71,92,18,19,90,115,5.247,5.390,0.622,1.279,1.811,3.847,3.192,4.184,0.775,0.872,3.640,4.664
Zfp580,0,-1.30592228993689,0.0239199244129395,1.97724022544323,0.00581291975166228,45,53,165,175,154,165,24,24,155,125,6,6,2.207,2.441,6.846,7.721,7.153,8.244,1.079,1.091,6.673,5.740,0.243,0.243
Nr1h3,0,-1.07184032251077,0.0239647483372598,1.45992161592146,0.00582564083536097,106,135,45,60,63,58,58,70,48,68,11,27,5.198,6.219,1.867,2.647,2.926,2.898,2.608,3.184,2.067,3.122,0.445,1.095
Cdcp2,0,3.113612394087,0.0239914337689,-2.07869866117971,0.00583301057231286,0,0,3,5,2,2,3,0,1,8,9,8,0.000,0.000,0.124,0.221,0.093,0.100,0.135,0.000,0.043,0.367,0.364,0.324
NA,0,-2.24128632557915,0.0240747749771464,-1.6492578724555,0.00585681637105458,3,11,1,6,2,2,12,19,2,2,1,3,0.147,0.507,0.041,0.265,0.093,0.100,0.540,0.864,0.086,0.092,0.040,0.122
NA,0,2.71624951205487,0.0242521670522213,-1.498503844626,0.00590443317946019,6,6,9,9,8,9,0,2,14,2,4,5,0.294,0.276,0.373,0.397,0.372,0.450,0.000,0.091,0.603,0.092,0.162,0.203
Scube3,0,-1.77690550884389,0.0242686865844775,5.10208151207482,0.00590934794569601,43,32,743,1077,1717,1873,10,18,2769,1889,2,3,2.109,1.474,30.829,47.517,79.752,93.578,0.450,0.819,119.211,86.739,0.081,0.122
Gm13032,0,4.85304788136593,0.0242936966870309,-1.28292003206258,0.00591722550749271,5,8,11,2,21,17,0,0,11,11,2,2,0.245,0.369,0.456,0.088,0.975,0.849,0.000,0.000,0.474,0.505,0.081,0.081
Gm3460,0,5.99400134998589,0.0243417009965092,-3.01869963806247,0.00592981354346692,0,0,0,0,0,0,0,0,0,1,2,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.081,0.284
Taf9b,0,1.17787317512812,0.024400028556266,3.03130020110541,0.00594492030978304,59,50,377,470,475,420,11,13,211,171,15,19,2.893,2.303,15.643,20.736,22.063,20.984,0.495,0.591,9.084,7.852,0.607,0.771
Gask1a,0,2.08222250227338,0.0246252408982821,-0.417324866619917,0.00600885233589929,20,27,25,26,8,9,4,0,26,30,2,9,0.981,1.244,1.037,1.147,0.372,0.450,0.180,0.000,1.119,1.378,0.081,0.365
H2ac8,0,1.96290474491515,0.0246287332549164,-2.10519539032547,0.00601061068029952,9,8,0,1,0,0,2,4,0,1,8,7,0.441,0.369,0.000,0.044,0.000,0.000,0.090,0.182,0.000,0.046,0.324,0.284
Cfap43,0,-2.14140338559461,0.0247223908004684,0.53280951413801,0.00603710613866251,31,22,36,59,81,53,9,13,32,41,2,1,1.520,1.013,1.494,2.603,3.762,2.648,0.405,0.591,1.378,1.883,0.081,0.041
B3gnt7,0,-1.48251801503038,0.0248189889850785,1.60379704368073,0.00606343452153946,309,384,16,23,14,19,26,15,32,37,4,5,15.153,17.689,0.664,1.015,0.650,0.949,1.169,0.682,1.378,1.699,0.162,0.203
Chst9,0,-5.1634825129139,0.0248398459735102,0.461643747583571,0.00607035788498674,46,33,17,16,39,46,1,7,64,98,0,0,2.256,1.520,0.705,0.706,1.811,2.298,0.045,0.318,2.755,4.500,0.000,0.000
Optc,0,4.85310157129415,0.0249907328531282,3.12939667823094,0.00611182903251565,13,10,325,403,756,639,0,0,111,147,3,1,0.638,0.461,13.485,17.780,35.115,31.925,0.000,0.000,4.779,6.750,0.121,0.041
Frg2f1,0,1.03310899101423,0.0251055226000186,1.13673950787083,0.0061463684234344,17,23,97,71,51,56,18,18,89,104,29,17,0.834,1.060,4.025,3.133,2.369,2.798,0.809,0.819,3.832,4.775,1.173,0.689
5730409K12Rik,0,4.85304795771924,0.0251286580602843,-1.33889155083311,0.00615388160157668,3,3,13,13,5,11,0,0,19,15,2,2,0.147,0.138,0.539,0.574,0.232,0.550,0.000,0.000,0.818,0.689,0.081,0.081
Gm10923,0,-5.31672694785529,0.0252748773858098,-2.2814470723129,0.00619340974242958,2,1,3,2,4,2,6,3,3,7,0,0,0.098,0.046,0.124,0.088,0.186,0.100,0.270,0.136,0.129,0.321,0.000,0.000
Abcc9,0,1.43332540626164,0.0254148198816092,2.67711722794947,0.00623144191070471,34,27,212,319,480,327,13,6,109,203,15,17,1.667,1.244,8.796,14.074,22.295,16.337,0.584,0.273,4.693,9.321,0.607,0.689
Adcy8,0,-3.8514194828599,0.0254505423609117,-2.35222796747561,0.0062411370850832,0,0,0,1,0,0,10,16,1,1,0,1,0.000,0.000,0.000,0.044,0.000,0.000,0.450,0.728,0.043,0.046,0.000,0.041
Coro2b,0,-2.32209473978338,0.0254529126426099,-0.522960541794372,0.00624359132375291,11,20,16,14,27,23,10,7,21,19,1,1,0.539,0.921,0.664,0.618,1.254,1.149,0.450,0.318,0.904,0.872,0.040,0.041
AI450353,0,1.45414089787413,0.0254907138241062,-0.980642884795688,0.00625380182417087,14,11,10,5,9,7,5,6,14,16,6,13,0.687,0.507,0.415,0.221,0.418,0.350,0.225,0.273,0.603,0.735,0.243,0.527
Plod2,0,-1.17237169844085,0.0254907719020639,4.15521380380919,0.00625475395764613,35,40,955,846,700,679,26,25,906,1027,7,7,1.716,1.843,39.625,37.326,32.514,33.924,1.169,1.137,39.005,47.158,0.283,0.284
Gm12248,0,-1.56545099955641,0.0255890797717986,-0.629045820138898,0.00628264208827448,20,19,12,19,13,8,17,12,17,13,3,3,0.981,0.875,0.498,0.838,0.604,0.400,0.764,0.546,0.732,0.597,0.121,0.122
Calhm5,0,1.54280572362831,0.0256491281610353,1.33075098022901,0.00629927261764269,6,11,83,115,144,164,7,5,70,44,13,9,0.294,0.507,3.444,5.074,6.689,8.194,0.315,0.227,3.014,2.020,0.526,0.365
Snord34,0,-2.95159172299723,0.0256554391918769,-1.67396085063531,0.0063027104560198,7,3,7,6,2,6,8,6,10,7,0,1,0.343,0.138,0.290,0.265,0.093,0.300,0.360,0.273,0.431,0.321,0.000,0.041
Ptgfr,0,5.63863283134687,0.0257601773287621,-2.89915879118367,0.00633412800647989,1,1,0,0,1,0,0,0,0,3,3,4,0.049,0.046,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.138,0.121,0.162
Cubn,0,-5.15871947057628,0.0257633614034658,-1.18806070055899,0.00633585884766788,8,7,11,12,23,9,4,4,12,8,0,0,0.392,0.322,0.456,0.529,1.068,0.450,0.180,0.182,0.517,0.367,0.000,0.000
Gm9920,0,2.87821911139947,0.0258108824563494,-2.46202715565201,0.00634849513303269,1,1,1,1,4,2,2,0,2,2,7,3,0.049,0.046,0.041,0.044,0.186,0.100,0.090,0.000,0.086,0.092,0.283,0.122
Lman1l,0,2.202655964581,0.0258502745918437,-1.71822538949295,0.00635913521178361,6,13,6,3,4,5,1,3,4,3,4,8,0.294,0.599,0.249,0.132,0.186,0.250,0.045,0.136,0.172,0.138,0.162,0.324
H2ac7,0,2.91941605449091,0.0259633204544624,-2.22336651628684,0.00638885489530315,3,12,0,0,0,1,2,1,1,0,9,6,0.147,0.553,0.000,0.000,0.000,0.050,0.090,0.045,0.043,0.000,0.364,0.243
Gm10616,0,2.21219071311291,0.0259787551533252,-1.87802043700049,0.00639360878695289,3,3,4,2,4,7,4,0,5,7,5,7,0.147,0.138,0.166,0.088,0.186,0.350,0.180,0.000,0.215,0.321,0.202,0.284
Rsph9,0,1.03407896438714,0.0261522181583682,1.12614869328115,0.00644111072343047,64,62,42,40,65,55,13,19,107,82,24,17,3.138,2.856,1.743,1.765,3.019,2.748,0.584,0.864,4.607,3.765,0.971,0.689
Kif26a,0,1.06844639283759,0.0263466540905684,1.15715777990696,0.00649384582776106,63,82,46,43,33,34,21,21,75,130,28,27,3.089,3.777,1.909,1.897,1.533,1.699,0.944,0.955,3.229,5.969,1.133,1.095
Il10ra,0,1.2570643564407,0.0264649241379069,-0.976092124722005,0.00652494413510852,6,7,16,5,3,3,5,11,15,21,11,13,0.294,0.322,0.664,0.221,0.139,0.150,0.225,0.500,0.646,0.964,0.445,0.527
Hk1os,0,-1.34041127316432,0.0264957979297803,-0.943127496149075,0.0065339981491082,10,27,5,4,9,6,22,15,6,7,4,5,0.490,1.244,0.207,0.176,0.418,0.300,0.989,0.682,0.258,0.321,0.162,0.203
1190005I06Rik,0,-1.31382073902026,0.0266341544291044,1.76480713072698,0.00657744746047126,23,26,140,187,196,148,48,21,58,58,13,4,1.128,1.198,5.809,8.250,9.104,7.394,2.158,0.955,2.497,2.663,0.526,0.162
Ajm1,0,-1.70924670306316,0.0267673365414549,1.84536084592236,0.00661723147363903,6,23,178,191,120,142,15,17,172,132,2,4,0.294,1.060,7.386,8.427,5.574,7.095,0.674,0.773,7.405,6.061,0.081,0.162
Hrk,0,-5.45923109032518,0.0268985583652797,-2.18561665773556,0.00665659897585898,4,1,1,2,1,3,7,3,10,5,0,0,0.196,0.046,0.041,0.088,0.046,0.150,0.315,0.136,0.431,0.230,0.000,0.000
Ccl22,0,-5.3161370184373,0.0269066697482978,-1.92664862763363,0.00665959628377789,1,7,14,6,5,5,6,3,2,0,0,0,0.049,0.322,0.581,0.265,0.232,0.250,0.270,0.136,0.086,0.000,0.000,0.000
Aif1l,0,-1.71748165279832,0.026962521038033,3.18727550384821,0.00667937209422995,269,274,483,424,128,106,17,10,522,509,3,2,13.191,12.622,20.041,18.707,5.945,5.296,0.764,0.455,22.473,23.372,0.121,0.081
Sema3e,0,-1.42015126117396,0.0272354705345692,0.687819424756355,0.006749631434706,83,56,7,17,21,37,31,75,31,40,13,12,4.070,2.580,0.290,0.750,0.975,1.849,1.394,3.411,1.335,1.837,0.526,0.487
Anks6,0,1.08530931598762,0.0273459221285053,1.8002154553482,0.0067793819971989,90,90,85,101,112,145,22,24,149,74,33,28,4.413,4.146,3.527,4.456,5.202,7.244,0.989,1.091,6.415,3.398,1.335,1.136
NA,0,4.85304815263605,0.0275632953754848,-1.63825953415485,0.00683529971046645,0,5,14,10,12,10,0,0,5,5,2,2,0.000,0.230,0.581,0.441,0.557,0.500,0.000,0.000,0.215,0.230,0.081,0.081
Mir3061,0,-1.26656137175261,0.0276925506696569,-0.777458753594453,0.00686939094943989,8,3,16,16,13,6,15,24,20,6,3,7,0.392,0.138,0.664,0.706,0.604,0.300,0.674,1.091,0.861,0.276,0.121,0.284
Lax1,0,-5.16501775971747,0.0277000617161113,1.19606690802625,0.00687227330482132,11,5,30,52,228,197,2,6,32,40,0,0,0.539,0.230,1.245,2.294,10.590,9.842,0.090,0.273,1.378,1.837,0.000,0.000
1700109H08Rik,0,-1.2665892366347,0.0277818609199693,-0.318477824653248,0.00689563389992688,19,16,34,21,14,9,16,23,20,17,4,6,0.932,0.737,1.411,0.927,0.650,0.450,0.719,1.046,0.861,0.781,0.162,0.243
Bpifb5,0,-2.33231788208688,0.0279586895207141,-1.90150552771276,0.00694466731499838,9,7,1,1,0,0,9,16,1,3,2,1,0.441,0.322,0.041,0.044,0.000,0.000,0.405,0.728,0.043,0.138,0.081,0.041
Zfp940,0,-2.84764192432839,0.0280288888912535,-0.38631759061276,0.00696313542785767,37,21,8,10,17,21,6,7,37,26,1,0,1.814,0.967,0.332,0.441,0.790,1.049,0.270,0.318,1.593,1.194,0.040,0.000
Aldh1a1,0,1.45394417122251,0.0280502329501525,0.512112031731563,0.00696946992576547,11,4,51,47,16,13,5,6,112,96,7,12,0.539,0.184,2.116,2.074,0.743,0.650,0.225,0.273,4.822,4.408,0.283,0.487
Zfyve28,0,-2.84765535426666,0.0280880227396173,-0.586869907279105,0.00698092621531751,8,10,17,21,14,6,6,7,54,19,1,0,0.392,0.461,0.705,0.927,0.650,0.300,0.270,0.318,2.325,0.872,0.040,0.000
Vsir,0,1.57819703230737,0.0281409743380345,4.85118556896275,0.00699654177417744,281,291,1273,1344,1181,1208,5,4,1773,1242,6,11,13.780,13.405,52.820,59.298,54.855,60.354,0.225,0.182,76.331,57.030,0.243,0.446
1700066B19Rik,0,1.66191196239581,0.0282710469049494,-1.26053746274636,0.00703161547803297,31,11,1,5,2,2,5,6,3,3,10,12,1.520,0.507,0.041,0.221,0.093,0.100,0.225,0.273,0.129,0.138,0.404,0.487
Hpx,0,-2.00137775237299,0.0284577794613469,0.000966455877188633,0.00708957742127303,20,37,27,24,25,19,9,11,42,41,2,1,0.981,1.704,1.120,1.059,1.161,0.949,0.405,0.500,1.808,1.883,0.081,0.041
Tril,0,2.08201527973813,0.0285173644332306,4.12280149975991,0.00710861856709729,6,13,936,811,882,1092,2,2,683,577,2,9,0.294,0.599,38.837,35.781,40.967,54.558,0.090,0.091,29.405,26.495,0.081,0.365
Gm4841,0,1.90004180527291,0.0285763479214708,-0.281756466610905,0.00712647581631882,10,4,56,25,23,7,4,1,30,34,10,2,0.490,0.184,2.324,1.103,1.068,0.350,0.180,0.045,1.292,1.561,0.404,0.081
Mia2,0,2.55307060887883,0.0285830135157975,-0.914156838373871,0.00712918976502415,38,41,11,11,0,2,0,2,8,4,3,5,1.863,1.889,0.456,0.485,0.000,0.100,0.000,0.091,0.344,0.184,0.121,0.203
AU021092,0,-1.6711557847719,0.0286164505539304,0.273661260002736,0.00713858253635705,13,31,11,22,12,12,13,28,62,105,4,4,0.638,1.428,0.456,0.971,0.557,0.600,0.584,1.273,2.669,4.821,0.162,0.162
Rac2,0,2.20228913286249,0.0286207825343425,-2.19951095232924,0.00714146604990696,4,5,1,3,1,2,1,3,3,1,6,6,0.196,0.230,0.041,0.132,0.046,0.100,0.045,0.136,0.129,0.046,0.243,0.243
Dnali1,0,-2.62332088240386,0.0286207825343425,-1.655327610691,0.00714176927583468,15,3,4,1,2,4,11,10,6,6,1,1,0.736,0.138,0.166,0.044,0.093,0.200,0.495,0.455,0.258,0.276,0.040,0.041
Gm10573,0,-1.92150293808778,0.0286257042016195,-1.68810478787417,0.00714510384134024,18,13,2,0,0,0,13,12,0,0,3,1,0.883,0.599,0.083,0.000,0.000,0.000,0.584,0.546,0.000,0.000,0.121,0.041
Nxph3,0,-2.84798135160138,0.0286394810917037,0.199605290157247,0.00714959635038851,15,17,41,41,43,32,5,8,51,45,1,0,0.736,0.783,1.701,1.809,1.997,1.599,0.225,0.364,2.196,2.066,0.040,0.000
Zfp449,0,1.58986392136848,0.028734807789808,0.816051455862643,0.00718079452917239,15,23,61,51,95,97,6,4,61,33,3,16,0.736,1.060,2.531,2.250,4.413,4.846,0.270,0.182,2.626,1.515,0.121,0.649
Hpse,0,3.22505401546471,0.0288075821080419,-1.65554613980344,0.00720322042776603,4,7,3,6,9,7,1,0,16,4,4,3,0.196,0.322,0.124,0.265,0.418,0.350,0.045,0.000,0.689,0.184,0.162,0.122
Rwdd2a,0,-1.38669320069291,0.0288292721153453,-0.934336860604804,0.00720970464579279,13,18,9,6,5,8,18,16,10,10,1,7,0.638,0.829,0.373,0.265,0.232,0.400,0.809,0.728,0.431,0.459,0.040,0.284
Tmod4,0,-1.34127442619214,0.0288589346733794,0.369527787013738,0.00722030817097685,58,66,13,14,23,23,18,19,58,41,2,7,2.844,3.040,0.539,0.618,1.068,1.149,0.809,0.864,2.497,1.883,0.081,0.284
Rps6kl1,0,-1.26688201706303,0.0290207247993688,0.0479323403146324,0.00726292248005101,58,61,18,14,11,13,17,22,19,24,3,7,2.844,2.810,0.747,0.618,0.511,0.650,0.764,1.001,0.818,1.102,0.121,0.284
Zfp14,0,1.58648609099715,0.0291519429603424,1.4027855033627,0.00730475646681722,29,28,95,125,120,136,4,6,72,82,6,13,1.422,1.290,3.942,5.515,5.574,6.795,0.180,0.273,3.100,3.765,0.243,0.527
Lefty1,0,1.96180904510927,0.0296406714313896,-1.43214968172988,0.00744206710503707,3,5,8,5,9,14,2,4,11,2,4,11,0.147,0.230,0.332,0.221,0.418,0.699,0.090,0.182,0.474,0.092,0.162,0.446
Acsbg1,0,-1.40503047483423,0.0300136829717179,2.43804689329623,0.00755045396971521,563,980,14,8,1,2,20,27,20,21,5,6,27.609,45.144,0.581,0.353,0.046,0.100,0.899,1.228,0.861,0.964,0.202,0.243
1700092M07Rik,0,-2.9589149057521,0.0300138123256004,-1.57973076785027,0.00755231842579865,3,11,7,10,4,2,5,9,10,7,1,0,0.147,0.507,0.290,0.441,0.186,0.100,0.225,0.409,0.431,0.321,0.040,0.000
Coro6,0,1.09439686413129,0.0300855117687082,1.87463906871504,0.00757257389932422,155,227,73,45,75,110,41,35,44,97,53,48,7.601,10.457,3.029,1.985,3.484,5.496,1.843,1.592,1.894,4.454,2.144,1.947
